,Title,ReleaseDate,Overview,VoteAverage,VoteCount,OriginalLanguage,Genres,Runtime,Tagline,Budget,Revenue,ProductionCompanies,ProductionCountries,SpokenLanguages,IMDBId
69,Critters,1986-04-11,"Carnivorous aliens arrive unannounced at a Kansas family farm; two intergalactic bounty hunters soon follow, determined to blow them off the planet.",6.362,916,en,Comedy;Horror;Science Fiction,86,The battle began in another galaxy. It's about to end in the Brown's backyard.,2000000.0,13167232.0,New Line Cinema;Smart Egg Pictures;Sho Films,United Kingdom;United States of America,English,tt0090887
70,Summer School,1987-07-22,"A high-school gym teacher has big plans for the summer, but is forced to cancel them to teach a ""bonehead"" English class for misfit goof-off students. Fortunately, his unconventional brand of teaching fun field trips begins to connect with them, and even inspires ardor in some.",6.377,248,en,Comedy,97,"At Ocean Front High, what do they call a guy who cuts classes, hates homework, and lives for summer vacations? Teacher.",13112079.2,35114428.0,Paramount Pictures,United States of America,English,tt0094072
71,Heaven Help Us,1985-02-08,"Sixteen-year-old Michael Dunn arrives at St. Basil's Catholic Boys School in Brooklyn circa 1965. There, he befriends all of the misfits in his class as they collide with the repressive faculty and discover the opposite sex as they come of age.",6.381,67,en,Comedy;Drama;Romance,104,"If God had wanted them to be angels, He would have given them wings!",13112079.2,63838039.304709144,TriStar Pictures;Silver Screen Partners;HBO,United States of America,English,tt0089264
72,Roxanne,1987-06-19,"In this modern take on Edmond Rostand's classic play ""Cyrano de Bergerac,"" C. D. Bales is the witty, intelligent, and brave fire chief of a small Pacific Northwest town who, due to the size of his enormous nose, declines to pursue the girl of his dreams, lovely Roxanne Kowalski. Instead, when his shy underling Chris McConnell becomes smitten with Roxanne, C.D. feeds the handsome young man the words of love to win her heart.",6.392,604,en,Comedy;Romance,107,"Roxanne dreamed of a handsome, intelligent, romantic man. C.D. Bales is two out of three—but looks aren't everything.",12000000.0,40050884.0,L.A. Films;Columbia Pictures;IndieProd Company Productions,Canada;United States of America,English,tt0093886
73,Licence to Kill,1989-06-13,"After capturing the notorious drug lord Franz Sanchez, Bond's close friend and former CIA agent Felix Leiter is left for dead and his wife is murdered. Bond goes rogue and seeks vengeance on those responsible, as he infiltrates Sanchez's organization from the inside.",6.392,1864,en,Adventure;Action;Thriller,133,James Bond is out on his own and out for revenge.,32000000.0,156167015.0,EON Productions;United Artists;Danjaq;Estudios Churubusco Azteca,Mexico;United Kingdom;United States of America,English;Español,tt0097742
74,Friday the 13th,1980-05-09,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,6.393,2827,en,Horror,95,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",550000.0,59754601.0,Georgetown Productions Inc.;Sean S. Cunningham Films;Paramount Pictures,United States of America,English,tt0080761
75,Over the Top,1987-02-13,"Sylvester Stallone stars as hard-luck big-rig trucker Lincoln Hawk and takes us under the glaring Las Vegas lights for all the boisterous action of the World Armwrestling Championship.  Relying on wits and willpower, Hawk tries to rebuild his life by capturing the first-place prize money, and the love of the son he abandoned years earlier into the keeping of his rich, ruthless father-in-law.",6.394,1616,en,Action;Drama,93,Some fight for money... Some fight for glory... He's fighting for his son's love.,25000000.0,16057580.0,The Cannon Group;Warner Bros. Pictures;Golan-Globus Productions,United States of America,English,tt0093692
76,Fame,1980-05-16,A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts.,6.4,442,en,Drama;Music,134,"If they've really got what it takes, it's going to take everything they've got.",8500000.0,42000000.0,Metro-Goldwyn-Mayer,United States of America,Pусский;English;Español;Français,tt0080716
77,The Prefab People,1982-12-09,"Using verite conventions, a young couple with a baby and a child are worn away by the monotony of their lives.",6.4,31,hu,Drama,102,Sin tagline,13112079.2,63838039.304709144,Magyar Televízió Fiatal Müvészek Stúdiója (MTV-FMS);Balázs Béla Stúdió;Mafilm;Társulás Stúdió,Hungary,Magyar,tt0084465
78,Adi Shankaracharya,1983-01-01,The first and only Indian movie to be made in Sanskrit. The movie follows the life and times of Sankara - the founder of the non-duality (Advaita) school of Indian philosophy.,6.4,7,sa,Drama;History,130,Sin tagline,13112079.2,63838039.304709144,National Film Development Corporation of India,India,No especificado,tt0085138
79,Porky's,1981-11-13,"In 1954 Florida, a group of high schoolers seek out to lose their virginity which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",6.403,835,en,Comedy,94,Keep an eye out for the funniest movie about growing up ever made!,4000000.0,125700000.0,Melvin Simon Productions;Astral Bellevue Pathé;20th Century Fox,Canada;United States of America,English;Italiano,tt0084522
80,Crocodile Dundee,1986-09-26,"When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",6.41,1847,en,Adventure;Comedy,104,There's a little of him in all of us.,5000000.0,328203506.0,Paramount Pictures;Rimfire Films,Australia;United States of America,English,tt0090555
81,Outland,1981-05-22,"An honest marshal in a corrupt mining colony on Io, Jupiter's sunless third moon, is determined to confront a violent drug ring even though it may cost him his life. After his wife angrily deserts him, he waits alone for the arrival of killers hired by the company to eliminate him.",6.417,583,en,Science Fiction;Action,109,On Jupiter's moon he's the only law.,18000000.0,17374595.0,The Ladd Company;Outland Productions;Warner Bros. Pictures,United Kingdom;United States of America,English,tt0082869
82,The French Lieutenant's Woman,1981-08-28,"In this story-within-a-story, Anna is an actress starring opposite Mike in a period piece about the forbidden love between their respective characters, Sarah and Charles. Both actors are involved in serious relationships, but the passionate nature of the script leads to an off-camera love affair as well. While attempting to maintain their composure and professionalism, Anna and Mike struggle to come to terms with their infidelity.",6.423,201,en,Drama;Romance;History,124,She was lost from the moment she saw him.,13112079.2,2689068.0,Juniper Films,United Kingdom,English,tt0082416
83,Pee-wee's Big Adventure,1985-07-26,"The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.",6.444,743,en,Comedy;Adventure,91,The story of a rebel and his bike.,6000000.0,40900000.0,Aspen Film Society;Warner Bros. Pictures,United States of America,English,tt0089791
84,Stir Crazy,1980-12-12,"New Yorkers Skip Donahue and Harry Monroe have no jobs and no prospects, so they decide to flee the city and find work elsewhere, landing jobs wearing woodpecker costumes to promote the opening of a bank. When their feathery costumes are stolen and used in a bank robbery, they no longer have to worry about employment — they're sent to prison.",6.457,422,en,Comedy,111,Two jailbirds who just want out of the cage.,10000000.0,101300000.0,Columbia Pictures,United States of America,English,tt0081562
85,Urban Cowboy,1980-06-06,"After moving to Pasadena, Texas, country boy Bud Davis starts hanging around a bar called Gilley's, where he falls in love with Sissy, a cowgirl who believes the sexes are equal. They eventually marry, but their relationship is turbulent due to Bud's traditional view of gender roles. Jealousy over his rival leads to their separation, but Bud attempts to win Sissy back by triumphing at Gilley's mechanical bull-riding competition.",6.46,251,en,Drama;Romance;Western,132,Hard Hat Days And Honky-Tonk Nights.,10000000.0,53300000.0,Paramount Pictures,United States of America,English,tt0081696
86,The Falcon and the Snowman,1985-01-25,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,6.469,146,en,Thriller;Drama;Crime,132,They came from the best of families. And they committed the worst of crimes.,13112079.2,63838039.304709144,Orion Pictures;Hemdale,United Kingdom;United States of America,English,tt0087231
87,Heavy Metal,1981-08-07,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",6.479,676,en,Animation;Science Fiction;Adventure;Fantasy;Music,90,A Step Beyond Science Fiction,9300000.0,20100000.0,Canadian Film Development Corporation;Columbia Pictures;Guardian Trust Company;Famous Players;Potterton Productions;TVC London;Halas and Batchelor Cartoon Films;Atkinson Film Arts;Boxcar Animation Studios,Canada;United Kingdom,English;Magyar,tt0082509
